Time,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023),Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) North Cyclist,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) South Cyclist,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist West,Clontarf - James Larkin Rd Cyclist East,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist West,Clontarf - Pebble Beach Carpark Cyclist East,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist West,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks),Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist West,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist South,Griffith Avenue (Clare Rd Side) Cyclist North,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist South,Griffith Avenue (Lane Side) Cyclist North,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B (Counter Removed for Roadworks) Cyclist,North Strand Rd S/B (Counter Removed for Roadworks) Cyclist,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
08/06/2023 02:00,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,,0,0,0,1,0,1
08/06/2023 03:00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,,1,0,1,2,0,2
08/06/2023 04:00,,,,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,7,1,6,0,,1,0,1,3,0,3
08/06/2023 05:00,,,,6,4,2,12,5,7,8,8,0,0,0,0,1,1,0,0,0,0,33,4,29,0,,11,0,11,3,0,3
08/06/2023 06:00,,,,42,26,16,52,33,19,32,31,1,0,0,0,9,9,0,0,0,0,138,28,110,0,,40,0,40,16,0,16
08/06/2023 07:00,,,,82,72,10,128,110,18,77,77,0,0,0,0,15,15,0,9,9,0,321,81,240,0,,93,0,93,31,0,31
08/06/2023 08:00,,,,100,84,16,155,134,21,103,102,1,0,0,0,59,59,0,43,43,0,696,97,599,0,,222,1,221,69,0,69
08/06/2023 09:00,,,,46,27,19,69,43,26,67,67,0,0,0,0,16,16,0,12,12,0,309,48,261,0,,155,1,154,17,0,17
08/06/2023 10:00,,,,46,19,27,60,29,31,29,29,0,0,0,0,9,9,0,5,5,0,94,31,63,0,,68,0,68,12,0,12
08/06/2023 11:00,,,,40,25,15,50,27,23,23,23,0,0,0,0,10,10,0,5,5,0,91,25,66,0,,60,0,60,14,0,14
08/06/2023 12:00,,,,46,26,20,64,27,37,7,7,0,0,0,0,3,3,0,8,8,0,107,41,66,0,,85,0,85,37,0,37
08/06/2023 13:00,,,,41,17,24,66,35,31,10,10,0,0,0,0,16,16,0,7,7,0,129,52,77,0,,93,0,93,69,2,67
08/06/2023 14:00,,,,33,13,20,63,29,34,4,4,0,0,0,0,16,16,0,7,7,0,116,59,57,0,,67,0,67,30,2,28
08/06/2023 15:00,,,,47,23,24,74,31,43,16,15,1,0,0,0,31,31,0,8,8,0,146,80,66,0,,54,0,54,49,0,49
08/06/2023 16:00,,,,58,22,36,104,39,65,22,22,0,0,0,0,21,21,0,20,20,0,272,167,105,0,,83,0,83,84,0,84
08/06/2023 17:00,,,,121,27,94,178,39,139,7,7,0,0,0,0,43,43,0,26,26,0,473,335,138,0,,150,1,149,234,1,233
08/06/2023 18:00,,,,162,60,102,248,69,179,17,17,0,0,0,0,43,43,0,14,14,0,381,269,112,0,,145,0,145,143,1,142
08/06/2023 19:00,,,,100,35,65,144,60,84,9,9,0,0,0,0,32,32,0,3,3,0,218,134,84,0,,115,2,113,79,0,79
08/06/2023 20:00,,,,83,48,35,131,70,61,3,3,0,0,0,0,25,25,0,1,1,0,145,88,57,0,,84,0,84,52,0,52
08/06/2023 21:00,,,,30,13,17,45,23,22,10,9,1,0,0,0,18,18,0,5,5,0,120,83,37,0,,71,1,70,88,1,87
08/06/2023 22:00,,,,13,5,8,27,12,15,12,12,0,0,0,0,7,7,0,1,1,0,83,54,29,0,,47,0,47,57,0,57
08/06/2023 23:00,,,,8,2,6,18,6,12,8,8,0,0,0,0,4,4,0,1,1,0,43,32,11,0,,25,1,24,29,0,29
09/06/2023 00:00,,,,5,3,2,11,4,7,5,5,0,0,0,0,2,2,0,0,0,0,38,30,8,0,,10,0,10,21,0,21
09/06/2023 01:00,,,,1,1,0,1,1,0,2,2,0,0,0,0,2,2,0,0,0,0,11,10,1,0,,2,0,2,2,0,2
09/06/2023 02:00,,,,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,4,2,0,,5,0,5,1,0,1
09/06/2023 03:00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,0,,3,0,3,2,0,2
09/06/2023 04:00,,,,4,2,2,6,2,4,2,2,0,0,0,0,3,3,0,0,0,0,10,4,6,0,,3,0,3,2,0,2
09/06/2023 05:00,,,,9,4,5,10,6,4,6,6,0,0,0,0,1,1,0,1,1,0,33,7,26,0,,10,0,10,1,0,1
09/06/2023 06:00,,,,34,20,14,41,25,16,43,42,1,0,0,0,8,8,0,0,0,0,128,33,95,0,,42,0,42,11,0,11
09/06/2023 07:00,,,,49,39,10,87,63,24,51,51,0,0,0,0,16,16,0,3,3,0,259,71,188,0,,58,1,57,29,0,29
09/06/2023 08:00,,,,74,57,17,124,93,31,66,66,0,0,0,0,36,36,0,20,20,0,401,74,327,0,,153,0,153,36,1,35
09/06/2023 09:00,,,,43,21,22,59,28,31,43,43,0,0,0,0,17,17,0,14,14,0,205,44,161,0,,122,0,122,22,0,22
09/06/2023 10:00,,,,64,29,35,78,40,38,25,25,0,0,0,0,12,12,0,8,8,0,107,33,74,0,,72,0,72,17,0,17
09/06/2023 11:00,,,,55,19,36,91,39,52,3,3,0,0,0,0,15,15,0,5,5,0,78,26,52,0,,72,0,72,15,0,15
09/06/2023 12:00,,,,61,29,32,103,54,49,12,12,0,0,0,0,17,17,0,13,13,0,144,50,94,0,,91,0,91,32,0,32
09/06/2023 13:00,,,,44,22,22,85,45,40,12,12,0,0,0,0,20,20,0,24,24,0,132,51,81,0,,103,0,103,64,0,64
09/06/2023 14:00,,,,61,29,32,93,40,53,14,14,0,0,0,0,23,23,0,27,27,0,156,87,69,0,,92,0,92,56,0,56
09/06/2023 15:00,,,,70,34,36,144,61,83,16,15,1,0,0,0,22,22,0,19,19,0,201,99,102,0,,84,0,84,61,0,61
09/06/2023 16:00,,,,97,44,53,167,63,104,14,14,0,0,0,0,37,37,0,28,28,0,247,155,92,0,,117,0,117,72,0,72
09/06/2023 17:00,,,,114,44,70,218,80,138,10,10,0,0,0,0,34,34,0,5,5,0,300,187,113,0,,125,0,125,117,0,117
09/06/2023 18:00,,,,135,58,77,229,98,131,23,23,0,0,0,0,30,30,0,6,6,0,284,168,116,0,,129,0,129,79,1,78
09/06/2023 19:00,,,,75,37,38,195,83,112,26,26,0,0,0,0,33,33,0,3,3,0,176,101,75,0,,113,0,113,65,0,65
09/06/2023 20:00,,,,74,39,35,112,50,62,8,8,0,0,0,0,8,8,0,3,3,0,124,66,58,0,,90,1,89,59,0,59
09/06/2023 21:00,,,,29,19,10,48,22,26,10,10,0,0,0,0,12,12,0,1,1,0,97,52,45,0,,78,0,78,32,0,32
09/06/2023 22:00,,,,21,13,8,39,19,20,12,12,0,0,0,0,8,8,0,0,0,0,85,53,32,0,,50,1,49,29,0,29
09/06/2023 23:00,,,,15,8,7,122,85,37,11,11,0,0,0,0,25,25,0,1,1,0,62,50,12,0,,31,0,31,30,0,30
10/06/2023 00:00,,,,10,5,5,20,10,10,4,4,0,0,0,0,10,10,0,0,0,0,52,37,15,0,,20,0,20,19,0,19
10/06/2023 01:00,,,,6,5,1,6,4,2,1,1,0,0,0,0,7,7,0,0,0,0,21,17,4,0,,1,0,1,1,0,1
10/06/2023 02:00,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,12,8,0,,6,1,5,5,0,5
10/06/2023 03:00,,,,0,0,0,3,1,2,1,1,0,0,0,0,1,1,0,0,0,0,18,13,5,0,,14,2,12,4,0,4
10/06/2023 04:00,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,0,,3,0,3,5,0,5
10/06/2023 05:00,,,,5,3,2,8,4,4,2,2,0,0,0,0,1,1,0,0,0,0,13,4,9,0,,4,0,4,1,0,1
10/06/2023 06:00,,,,19,8,11,28,10,18,12,11,1,0,0,0,0,0,0,0,0,0,35,9,26,0,,10,0,10,6,0,6
10/06/2023 07:00,,,,50,23,27,57,24,33,16,16,0,0,0,0,5,5,0,0,0,0,65,22,43,0,,21,0,21,11,0,11
10/06/2023 08:00,,,,78,40,38,102,51,51,14,14,0,0,0,0,1,1,0,0,0,0,71,21,50,0,,43,0,43,21,0,21
10/06/2023 09:00,,,,94,43,51,132,65,67,14,14,0,0,0,0,16,16,0,1,1,0,90,33,57,0,,61,0,61,27,0,27
10/06/2023 10:00,,,,128,60,68,175,69,106,11,11,0,0,0,0,15,15,0,1,1,0,104,29,75,0,,49,1,48,37,0,37
10/06/2023 11:00,,,,156,74,82,194,95,99,9,9,0,0,0,0,19,19,0,3,3,0,96,37,59,0,,73,0,73,32,0,32
10/06/2023 12:00,,,,125,62,63,163,83,80,6,6,0,0,0,0,25,25,0,3,3,0,99,41,58,0,,82,0,82,51,0,51
10/06/2023 13:00,,,,130,69,61,169,81,88,7,7,0,0,0,0,17,17,0,3,3,0,113,66,47,0,,76,1,75,45,0,45
10/06/2023 14:00,,,,94,46,48,155,83,72,11,11,0,0,0,0,19,19,0,6,6,0,96,45,51,0,,79,0,79,60,0,60
10/06/2023 15:00,,,,100,50,50,140,76,64,14,14,0,0,0,0,15,15,0,4,4,0,96,39,57,0,,82,0,82,62,0,62
10/06/2023 16:00,,,,38,19,19,65,38,27,6,6,0,0,0,0,14,14,0,6,6,0,91,46,45,0,,58,0,58,80,2,78
10/06/2023 17:00,,,,37,17,20,78,34,44,6,6,0,0,0,0,17,17,0,1,1,0,105,54,51,0,,88,2,86,83,1,82
10/06/2023 18:00,,,,35,16,19,77,31,46,13,13,0,0,0,0,22,22,0,1,1,0,122,60,62,0,,81,0,81,68,0,68
10/06/2023 19:00,,,,32,14,18,52,24,28,9,9,0,0,0,0,13,13,0,0,0,0,120,49,71,0,,86,0,86,53,0,53
10/06/2023 20:00,,,,22,14,8,33,17,16,10,10,0,0,0,0,5,5,0,1,1,0,85,43,42,0,,69,1,68,27,0,27
10/06/2023 21:00,,,,22,14,8,30,20,10,6,6,0,0,0,0,6,6,0,0,0,0,55,25,30,0,,54,0,54,39,0,39
10/06/2023 22:00,,,,11,5,6,19,8,11,5,5,0,0,0,0,6,6,0,0,0,0,60,32,28,0,,45,1,44,19,0,19
10/06/2023 23:00,,,,6,4,2,17,10,7,7,7,0,0,0,0,3,3,0,0,0,0,44,32,12,0,,30,0,30,25,0,25
11/06/2023 00:00,,,,2,2,0,8,3,5,3,3,0,0,0,0,4,4,0,0,0,0,33,18,15,0,,33,0,33,14,0,14
11/06/2023 01:00,,,,2,1,1,1,1,0,4,4,0,0,0,0,1,1,0,0,0,0,31,22,9,0,,1,0,1,1,0,1
11/06/2023 02:00,,,,3,3,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,15,11,4,0,,13,0,13,6,0,6
11/06/2023 03:00,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,12,4,0,,8,0,8,4,0,4
11/06/2023 04:00,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,0,,7,0,7,0,0,0
11/06/2023 05:00,,,,4,1,3,10,4,6,3,3,0,0,0,0,1,1,0,0,0,0,8,2,6,0,,6,0,6,0,0,0
11/06/2023 06:00,,,,11,5,6,17,8,9,7,7,0,0,0,0,1,1,0,0,0,0,26,6,20,0,,9,0,9,4,0,4
11/06/2023 07:00,,,,42,17,25,63,21,42,13,13,0,0,0,0,4,4,0,1,1,0,37,15,22,0,,13,0,13,7,0,7
11/06/2023 08:00,,,,119,42,77,172,71,101,17,17,0,0,0,0,16,16,0,0,0,0,54,22,32,0,,21,0,21,13,0,13
11/06/2023 09:00,,,,154,67,87,181,77,104,14,14,0,0,0,0,9,9,0,2,2,0,67,21,46,0,,38,0,38,17,0,17
11/06/2023 10:00,,,,149,73,76,183,81,102,8,8,0,0,0,0,11,11,0,3,3,0,87,30,57,0,,45,0,45,22,1,21
11/06/2023 11:00,,,,198,104,94,245,130,115,6,6,0,0,0,0,17,17,0,2,2,0,112,34,78,0,,59,0,59,33,0,33
11/06/2023 12:00,,,,165,82,83,216,108,108,2,2,0,0,0,0,23,23,0,15,15,0,110,43,67,0,,83,0,83,56,2,54
11/06/2023 13:00,,,,176,100,76,219,120,99,3,3,0,0,0,0,22,22,0,1,1,0,123,61,62,0,,111,0,111,68,0,68
11/06/2023 14:00,,,,167,82,85,209,94,115,3,3,0,0,0,0,25,25,0,10,10,0,97,41,56,0,,72,1,71,69,1,68
11/06/2023 15:00,,,,145,79,66,191,96,95,6,5,1,0,0,0,13,13,0,3,3,0,95,35,60,0,,107,0,107,71,1,70
11/06/2023 16:00,,,,129,63,66,222,113,109,7,7,0,0,0,0,19,19,0,1,1,0,115,54,61,0,,92,1,91,64,0,64
11/06/2023 17:00,,,,99,55,44,170,79,91,10,10,0,0,0,0,25,25,0,1,1,0,136,69,67,0,,75,0,75,56,0,56
11/06/2023 18:00,,,,89,48,41,189,93,96,12,12,0,0,0,0,23,23,0,2,2,0,114,62,52,0,,99,0,99,72,0,72
11/06/2023 19:00,,,,84,42,42,152,75,77,12,12,0,0,0,0,17,17,0,0,0,0,121,62,59,0,,83,0,83,56,0,56
11/06/2023 20:00,,,,65,39,26,121,72,49,6,6,0,0,0,0,22,22,0,0,0,0,100,47,53,0,,82,0,82,52,1,51
11/06/2023 21:00,,,,25,19,6,70,42,28,5,5,0,0,0,0,7,7,0,2,2,0,70,39,31,0,,44,0,44,33,0,33
11/06/2023 22:00,,,,17,11,6,29,15,14,7,6,1,0,0,0,7,7,0,0,0,0,58,38,20,0,,52,0,52,32,0,32
11/06/2023 23:00,,,,5,2,3,10,3,7,6,6,0,0,0,0,3,3,0,0,0,0,38,32,6,0,,27,1,26,16,0,16
12/06/2023 00:00,,,,9,5,4,8,4,4,6,6,0,0,0,0,2,2,0,0,0,0,20,13,7,0,,11,0,11,13,1,12
12/06/2023 01:00,,,,1,1,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,12,7,5,0,,1,0,1,0,0,0
12/06/2023 02:00,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,,3,0,3,3,0,3
12/06/2023 03:00,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,1,0,1,1,0,1
12/06/2023 04:00,,,,1,1,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3,0,3,0,,6,0,6,1,0,1
12/06/2023 05:00,,,,7,4,3,8,6,2,6,6,0,0,0,0,3,3,0,0,0,0,35,3,32,0,,11,0,11,1,0,1
12/06/2023 06:00,,,,28,23,5,37,30,7,26,26,0,0,0,0,12,12,0,1,1,0,138,32,106,0,,33,0,33,18,0,18
12/06/2023 07:00,,,,82,62,20,103,73,30,48,48,0,0,0,0,17,17,0,1,1,0,273,64,209,0,,74,0,74,32,0,32
12/06/2023 08:00,,,,92,80,12,142,118,24,86,86,0,0,0,0,47,47,0,3,3,0,597,107,490,0,,212,1,211,35,0,35
12/06/2023 09:00,,,,46,30,16,61,42,19,44,44,0,0,0,0,16,16,0,0,0,0,229,44,185,0,,131,2,129,14,0,14
12/06/2023 10:00,,,,25,12,13,50,20,30,24,24,0,0,0,0,9,9,0,0,0,0,77,26,51,0,,62,0,62,11,0,11
12/06/2023 11:00,,,,32,18,14,46,23,23,23,23,0,0,0,0,19,19,0,0,0,0,77,26,51,0,,60,0,60,22,0,22
12/06/2023 12:00,,,,36,18,18,52,27,25,12,12,0,0,0,0,20,20,0,0,0,0,105,43,62,0,,71,1,70,20,0,20
12/06/2023 13:00,,,,24,10,14,38,15,23,3,3,0,0,0,0,11,11,0,0,0,0,101,45,56,0,,77,1,76,38,0,38
12/06/2023 14:00,,,,33,15,18,43,17,26,12,12,0,0,0,0,14,14,0,0,0,0,120,66,54,0,,78,0,78,41,0,41
12/06/2023 15:00,,,,41,18,23,40,20,20,6,6,0,0,0,0,22,22,0,1,1,0,145,85,60,0,,46,0,46,56,0,56
12/06/2023 16:00,,,,73,25,48,93,32,61,7,7,0,0,0,0,34,34,0,0,0,0,230,132,98,0,,73,0,73,87,0,87
12/06/2023 17:00,,,,115,29,86,178,45,133,12,11,1,0,0,0,32,32,0,0,0,0,442,318,124,0,,99,0,99,174,0,174
12/06/2023 18:00,,,,132,41,91,201,58,143,17,16,1,0,0,0,30,30,0,1,1,0,356,241,115,0,,105,0,105,185,0,185
12/06/2023 19:00,,,,145,61,84,196,79,117,11,11,0,0,0,0,22,22,0,0,0,0,178,96,82,0,,99,0,99,136,0,136
12/06/2023 20:00,,,,101,45,56,163,79,84,11,11,0,0,0,0,19,19,0,0,0,0,124,61,63,0,,83,0,83,88,0,88
12/06/2023 21:00,,,,67,31,36,111,58,53,9,9,0,0,0,0,14,14,0,0,0,0,93,57,36,0,,50,0,50,43,1,42
12/06/2023 22:00,,,,23,15,8,33,17,16,1,1,0,0,0,0,12,12,0,0,0,0,64,42,22,0,,34,1,33,32,2,30
12/06/2023 23:00,,,,7,3,4,15,9,6,5,5,0,0,0,0,1,1,0,0,0,0,32,23,9,0,,16,0,16,16,2,14
13/06/2023 00:00,,,,4,1,3,18,8,10,1,1,0,0,0,0,0,0,0,0,0,0,12,8,4,0,,4,0,4,8,0,8
13/06/2023 01:00,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,0,0,0,1,0,1
13/06/2023 02:00,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,,1,0,1,2,0,2
13/06/2023 03:00,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,,3,0,3,1,0,1
13/06/2023 04:00,,,,2,2,0,3,1,2,1,1,0,0,0,0,1,1,0,0,0,0,9,4,5,0,,1,0,1,1,0,1
13/06/2023 05:00,,,,10,6,4,11,6,5,3,3,0,0,0,0,2,2,0,0,0,0,31,2,29,0,,8,0,8,2,0,2
13/06/2023 06:00,,,,22,21,1,26,25,1,17,17,0,0,0,0,8,8,0,0,0,0,120,29,91,0,,37,0,37,13,0,13
13/06/2023 07:00,,,,87,69,18,110,82,28,47,47,0,0,0,0,14,14,0,2,2,0,380,71,309,0,,113,0,113,32,0,32
13/06/2023 08:00,,,,124,100,24,187,146,41,115,115,0,0,0,0,50,50,0,1,1,0,715,117,598,0,,266,1,265,51,0,51
13/06/2023 09:00,,,,73,46,27,104,68,36,52,52,0,0,0,0,21,21,0,2,2,0,349,91,258,0,,175,0,175,25,0,25
13/06/2023 10:00,,,,58,27,31,74,36,38,18,17,1,0,0,0,11,11,0,0,0,0,108,35,73,0,,74,0,74,20,0,20
13/06/2023 11:00,,,,58,27,31,81,45,36,18,18,0,0,0,0,15,15,0,1,1,0,101,35,66,0,,65,0,65,13,0,13
13/06/2023 12:00,,,,84,47,37,109,51,58,13,13,0,0,0,0,12,12,0,1,1,0,128,53,75,0,,86,1,85,31,0,31
13/06/2023 13:00,,,,92,37,55,111,45,66,18,18,0,0,0,0,20,20,0,0,0,0,154,60,94,0,,89,0,89,70,0,70
13/06/2023 14:00,,,,73,35,38,100,45,55,6,6,0,0,0,0,23,23,0,0,0,0,119,60,59,0,,76,0,76,52,1,51
13/06/2023 15:00,,,,95,48,47,124,69,55,10,10,0,0,0,0,20,20,0,0,0,0,152,83,69,0,,80,1,79,64,0,64
13/06/2023 16:00,,,,128,54,74,187,72,115,9,9,0,0,0,0,26,26,0,1,1,0,259,170,89,0,,85,2,83,130,1,129
13/06/2023 17:00,,,,209,53,156,315,94,221,2,2,0,0,0,0,48,48,0,0,0,0,541,369,172,0,,123,1,122,253,1,252
13/06/2023 18:00,,,,212,66,146,340,101,239,11,11,0,0,0,0,37,37,0,2,2,0,414,278,136,0,,109,1,108,169,0,169
13/06/2023 19:00,,,,216,102,114,368,161,207,12,12,0,0,0,0,31,31,0,1,1,0,258,149,109,0,,102,0,102,50,0,50
13/06/2023 20:00,,,,166,85,81,299,160,139,3,3,0,0,0,0,32,32,0,1,1,0,171,109,62,0,,92,0,92,84,0,84
13/06/2023 21:00,,,,98,60,38,224,127,97,10,10,0,0,0,0,23,23,0,0,0,0,132,89,43,0,,74,0,74,72,0,72
13/06/2023 22:00,,,,36,18,18,76,40,36,4,4,0,0,0,0,8,8,0,0,0,0,102,69,33,0,,38,0,38,48,0,48
13/06/2023 23:00,,,,11,6,5,30,13,17,5,5,0,0,0,0,3,3,0,0,0,0,53,40,13,0,,40,0,40,27,0,27
14/06/2023 00:00,,,,1,0,1,7,4,3,4,4,0,0,0,0,2,2,0,0,0,0,28,20,8,0,,15,1,14,11,0,11
14/06/2023 01:00,,,,7,4,3,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,9,8,1,0,,0,0,0,4,0,4
14/06/2023 02:00,,,,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,3,0,3,3,0,3
14/06/2023 03:00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,,1,0,1,2,0,2
14/06/2023 04:00,,,,5,4,1,7,2,5,0,0,0,0,0,0,1,1,0,0,0,0,7,1,6,0,,4,0,4,1,0,1
14/06/2023 05:00,,,,19,11,8,19,9,10,2,2,0,0,0,0,1,1,0,0,0,0,35,2,33,0,,13,0,13,2,0,2
14/06/2023 06:00,,,,41,22,19,50,31,19,24,24,0,0,0,0,14,14,0,0,0,0,152,37,115,0,,43,0,43,16,1,15
14/06/2023 07:00,,,,116,88,28,149,123,26,67,67,0,0,0,0,17,17,0,0,0,0,357,75,282,0,,105,0,105,36,1,35
14/06/2023 08:00,,,,144,115,29,215,164,51,119,118,1,0,0,0,49,49,0,0,0,0,726,123,603,0,,255,0,255,46,0,46
14/06/2023 09:00,,,,76,46,30,135,81,54,63,63,0,0,0,0,18,18,0,0,0,0,333,62,271,0,,183,0,183,18,0,18
14/06/2023 10:00,,,,90,41,49,118,57,61,14,14,0,0,0,0,11,11,0,0,0,0,120,35,85,0,,75,1,74,15,0,15
14/06/2023 11:00,,,,90,46,44,140,70,70,8,8,0,0,0,0,17,17,0,0,0,0,95,33,62,0,,76,0,76,20,1,19
14/06/2023 12:00,,,,89,50,39,156,80,76,16,16,0,0,0,0,21,21,0,0,0,0,134,48,86,0,,87,0,87,38,0,38
14/06/2023 13:00,,,,107,42,65,145,66,79,11,11,0,0,0,0,21,21,0,0,0,0,134,57,77,0,,95,1,94,52,0,52
14/06/2023 14:00,,,,83,39,44,133,55,78,16,16,0,0,0,0,24,24,0,0,0,0,133,74,59,0,,84,0,84,45,0,45
14/06/2023 15:00,,,,90,32,58,142,57,85,16,16,0,0,0,0,25,25,0,0,0,0,157,86,71,0,,90,0,90,56,1,55
14/06/2023 16:00,,,,129,45,84,184,75,109,16,16,0,0,0,0,24,24,0,0,0,0,280,179,101,0,,80,0,80,98,1,97
14/06/2023 17:00,,,,195,72,123,271,83,188,17,17,0,0,0,0,49,49,0,1,1,0,550,388,162,0,,121,2,119,203,1,202
14/06/2023 18:00,,,,251,92,159,313,96,217,27,27,0,0,0,0,35,35,0,0,0,0,416,284,132,0,,128,0,128,137,0,137
14/06/2023 19:00,,,,190,82,108,315,145,170,9,9,0,0,0,0,25,25,0,0,0,0,243,135,108,0,,88,0,88,84,0,84
14/06/2023 20:00,,,,137,76,61,250,131,119,4,4,0,0,0,0,29,29,0,0,0,0,160,97,63,0,,95,0,95,92,0,92
14/06/2023 21:00,,,,71,42,29,129,78,51,12,12,0,0,0,0,17,17,0,0,0,0,137,93,44,0,,72,2,70,55,0,55
14/06/2023 22:00,,,,31,20,11,63,34,29,1,1,0,0,0,0,11,11,0,0,0,0,98,61,37,0,,64,0,64,66,0,66
14/06/2023 23:00,,,,13,8,5,22,9,13,3,3,0,0,0,0,9,9,0,0,0,0,52,41,11,0,,24,0,24,23,0,23
15/06/2023 00:00,,,,13,6,7,16,8,8,3,3,0,0,0,0,3,3,0,0,0,0,28,18,10,0,,23,0,23,16,0,16
15/06/2023 01:00,,,,0,0,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0,0,11,8,3,0,,2,0,2,1,0,1
15/06/2023 02:00,,,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,,1,0,1,5,0,5
15/06/2023 03:00,,,,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,3,2,0,,3,0,3,3,0,3
15/06/2023 04:00,,,,2,1,1,4,1,3,3,3,0,0,0,0,2,2,0,0,0,0,8,2,6,0,,7,0,7,3,1,2
15/06/2023 05:00,,,,11,7,4,8,4,4,12,12,0,0,0,0,0,0,0,0,0,0,43,4,39,0,,12,0,12,3,0,3
15/06/2023 06:00,,,,52,38,14,50,31,19,24,24,0,0,0,0,12,12,0,1,1,0,161,32,129,0,,34,0,34,17,0,17
15/06/2023 07:00,,,,94,69,25,127,98,29,65,65,0,0,0,0,21,21,0,0,0,0,337,79,258,0,,107,0,107,38,0,38
15/06/2023 08:00,,,,144,118,26,219,170,49,69,69,0,0,0,0,47,47,0,1,1,0,638,98,540,0,,270,0,270,39,1,38
15/06/2023 09:00,,,,100,61,39,144,81,63,56,55,1,0,0,0,20,20,0,1,1,0,297,41,256,0,,163,0,163,28,0,28
15/06/2023 10:00,,,,60,20,40,121,45,76,16,16,0,0,0,0,15,15,0,1,1,0,116,35,81,0,,68,0,68,9,0,9
15/06/2023 11:00,,,,78,36,42,128,62,66,17,17,0,0,0,0,11,11,0,0,0,0,102,31,71,0,,67,0,67,18,1,17
15/06/2023 12:00,,,,94,53,41,134,79,55,25,25,0,0,0,0,17,17,0,0,0,0,130,40,90,0,,88,0,88,30,0,30
15/06/2023 13:00,,,,84,44,40,131,63,68,6,6,0,0,0,0,16,16,0,2,2,0,134,59,75,0,,106,2,104,78,0,78
15/06/2023 14:00,,,,67,32,35,93,38,55,9,9,0,0,0,0,37,37,0,0,0,0,144,79,65,0,,74,0,74,57,0,57
15/06/2023 15:00,,,,84,40,44,100,48,52,14,14,0,0,0,0,22,22,0,2,2,0,162,93,69,0,,79,1,78,83,0,83
15/06/2023 16:00,,,,91,31,60,127,46,81,17,17,0,0,0,0,31,31,0,0,0,0,248,163,85,0,,95,1,94,101,0,101
15/06/2023 17:00,,,,170,64,106,254,96,158,17,16,1,0,0,0,38,38,0,1,1,0,494,346,148,0,,146,1,145,189,0,189
15/06/2023 18:00,,,,191,67,124,292,92,200,7,7,0,0,0,0,30,30,0,0,0,0,375,228,147,0,,139,0,139,100,0,100
15/06/2023 19:00,,,,127,62,65,205,102,103,7,7,0,0,0,0,25,25,0,0,0,0,260,147,113,0,,109,1,108,46,0,46
