Time,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023),Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) North Cyclist,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) South Cyclist,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist West,Clontarf - James Larkin Rd Cyclist East,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist West,Clontarf - Pebble Beach Carpark Cyclist East,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist West,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks),Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist West,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist South,Griffith Avenue (Clare Rd Side) Cyclist North,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist South,Griffith Avenue (Lane Side) Cyclist North,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B (Counter Removed for Roadworks) Cyclist,North Strand Rd S/B (Counter Removed for Roadworks) Cyclist,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
09/03/2023 07:00,26,21,5,20,17,3,29,26,3,20,20,0,0,0,0,14,14,0,3,3,0,202,47,155,0,,45,0,45,25,0,25
09/03/2023 08:00,60,55,5,34,28,6,43,39,4,52,52,0,0,0,0,25,25,0,4,4,0,414,72,342,0,,87,1,86,39,0,39
09/03/2023 09:00,25,17,8,10,8,2,17,14,3,21,21,0,0,0,0,10,10,0,1,1,0,176,30,146,0,,76,0,76,25,0,25
09/03/2023 10:00,5,3,2,6,4,2,8,4,4,7,6,1,0,0,0,8,8,0,0,0,0,59,22,37,0,,29,0,29,16,0,16
09/03/2023 11:00,5,4,1,7,4,3,7,4,3,4,4,0,0,0,0,1,1,0,1,1,0,51,11,40,0,,28,0,28,33,0,33
09/03/2023 12:00,8,4,4,4,3,1,3,2,1,0,0,0,0,0,0,5,5,0,1,1,0,65,23,42,0,,37,1,36,29,0,29
09/03/2023 13:00,4,1,3,7,4,3,4,4,0,0,0,0,0,0,0,4,4,0,2,2,0,83,44,39,0,,37,0,37,34,0,34
09/03/2023 14:00,8,5,3,2,2,0,7,3,4,0,0,0,0,0,0,5,5,0,1,1,0,74,36,38,0,,32,0,32,48,0,48
09/03/2023 15:00,11,4,7,4,0,4,4,0,4,1,1,0,0,0,0,19,19,0,0,0,0,83,49,34,0,,42,1,41,29,2,27
09/03/2023 16:00,15,6,9,8,3,5,11,4,7,0,0,0,0,0,0,18,18,0,2,2,0,158,96,62,0,,50,0,50,56,0,56
09/03/2023 17:00,26,7,19,14,1,13,17,0,17,0,0,0,0,0,0,20,20,0,1,1,0,215,158,57,0,,49,0,49,122,0,122
09/03/2023 18:00,31,8,23,16,3,13,18,2,16,2,2,0,0,0,0,16,16,0,0,0,0,200,132,68,0,,45,0,45,118,0,118
09/03/2023 19:00,11,6,5,5,0,5,10,1,9,0,0,0,0,0,0,7,7,0,0,0,0,99,68,31,0,,34,1,33,75,0,75
09/03/2023 20:00,10,3,7,1,1,0,5,1,4,0,0,0,0,0,0,1,1,0,0,0,0,87,56,31,0,,37,0,37,54,0,54
09/03/2023 21:00,8,1,7,4,1,3,3,0,3,0,0,0,0,0,0,3,3,0,0,0,0,52,32,20,0,,14,0,14,29,0,29
09/03/2023 22:00,3,3,0,1,0,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,35,21,14,0,,9,0,9,14,0,14
09/03/2023 23:00,2,1,1,1,0,1,1,0,1,2,2,0,0,0,0,1,1,0,0,0,0,18,13,5,0,,2,0,2,12,0,12
10/03/2023 00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,,2,0,2,8,0,8
10/03/2023 01:00,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,,0,0,0,0,0,0
10/03/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,,1,0,1,2,0,2
10/03/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,2
10/03/2023 04:00,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,,0,0,0,1,0,1
10/03/2023 05:00,2,2,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,11,0,,6,0,6,3,0,3
10/03/2023 06:00,8,8,0,4,3,1,3,2,1,5,5,0,0,0,0,5,5,0,2,2,0,55,10,45,0,,16,0,16,4,0,4
10/03/2023 07:00,7,5,2,22,16,6,21,16,5,11,11,0,0,0,0,6,6,0,2,2,0,118,26,92,0,,31,0,31,16,0,16
10/03/2023 08:00,20,14,6,39,29,10,41,33,8,15,15,0,0,0,0,25,25,0,29,29,0,211,38,173,0,,80,0,80,25,0,25
10/03/2023 09:00,14,9,5,21,15,6,25,18,7,10,9,1,0,0,0,4,4,0,7,7,0,117,19,98,0,,83,0,83,17,1,16
10/03/2023 10:00,6,5,1,25,12,13,23,11,12,5,5,0,0,0,0,1,1,0,2,2,0,62,26,36,0,,27,0,27,38,1,37
10/03/2023 11:00,8,4,4,29,11,18,27,9,18,9,9,0,0,0,0,4,4,0,3,3,0,61,17,44,0,,56,0,56,42,0,42
10/03/2023 12:00,6,5,1,29,14,15,41,18,23,7,7,0,0,0,0,14,14,0,4,4,0,105,41,64,0,,86,0,86,59,1,58
10/03/2023 13:00,16,9,7,39,18,21,34,20,14,2,2,0,0,0,0,15,15,0,7,7,0,117,48,69,0,,78,1,77,75,1,74
10/03/2023 14:00,16,10,6,34,14,20,38,15,23,6,6,0,0,0,0,12,12,0,10,10,0,86,41,45,0,,54,0,54,50,1,49
10/03/2023 15:00,14,8,6,54,27,27,56,23,33,5,5,0,0,0,0,16,16,0,13,13,0,122,62,60,0,,65,1,64,61,0,61
10/03/2023 16:00,21,6,15,55,24,31,78,33,45,5,5,0,0,0,0,20,20,0,5,5,0,130,79,51,0,,69,0,69,84,0,84
10/03/2023 17:00,27,11,16,71,26,45,103,44,59,4,4,0,0,0,0,15,15,0,12,12,0,208,119,89,0,,90,1,89,116,0,116
10/03/2023 18:00,17,10,7,44,19,25,52,20,32,9,9,0,0,0,0,12,12,0,7,7,0,178,106,72,0,,81,0,81,116,0,116
10/03/2023 19:00,6,3,3,10,4,6,29,10,19,3,3,0,0,0,0,8,8,0,7,7,0,132,70,62,0,,76,1,75,70,1,69
10/03/2023 20:00,4,2,2,4,1,3,14,3,11,3,3,0,0,0,0,6,6,0,3,3,0,91,57,34,0,,58,1,57,69,0,69
10/03/2023 21:00,7,2,5,2,2,0,10,3,7,9,8,1,0,0,0,5,5,0,1,1,0,65,39,26,0,,59,0,59,47,0,47
10/03/2023 22:00,4,4,0,4,2,2,5,0,5,4,4,0,0,0,0,4,4,0,0,0,0,63,31,32,0,,48,0,48,30,0,30
10/03/2023 23:00,5,4,1,3,2,1,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,34,24,10,0,,24,0,24,32,0,32
11/03/2023 00:00,2,1,1,6,2,4,7,1,6,0,0,0,0,0,0,3,3,0,0,0,0,25,14,11,0,,10,0,10,30,0,30
11/03/2023 01:00,0,0,0,5,3,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,11,8,3,0,,1,0,1,5,0,5
11/03/2023 02:00,1,1,0,2,0,2,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,9,8,1,0,,1,0,1,10,0,10
11/03/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,,2,0,2,8,0,8
11/03/2023 04:00,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,0,,3,0,3,4,1,3
11/03/2023 05:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,3,8,0,,2,0,2,2,0,2
11/03/2023 06:00,1,1,0,2,1,1,5,3,2,1,1,0,0,0,0,1,1,0,1,1,0,30,8,22,0,,4,0,4,3,0,3
11/03/2023 07:00,2,2,0,11,3,8,9,0,9,3,3,0,0,0,0,1,1,0,0,0,0,32,11,21,0,,16,0,16,8,0,8
11/03/2023 08:00,3,2,1,26,13,13,29,12,17,5,5,0,0,0,0,6,6,0,1,1,0,41,8,33,0,,22,0,22,5,0,5
11/03/2023 09:00,9,6,3,39,18,21,48,18,30,7,7,0,0,0,0,10,10,0,7,7,0,49,16,33,0,,36,0,36,12,0,12
11/03/2023 10:00,9,6,3,27,16,11,43,22,21,3,3,0,0,0,0,7,7,0,4,4,0,60,15,45,0,,50,0,50,25,0,25
11/03/2023 11:00,3,0,3,24,13,11,26,13,13,0,0,0,0,0,0,2,2,0,2,2,0,41,18,23,0,,29,0,29,36,0,36
11/03/2023 12:00,4,2,2,9,6,3,12,5,7,0,0,0,0,0,0,6,6,0,1,1,0,43,14,29,0,,33,1,32,36,0,36
11/03/2023 13:00,8,3,5,6,3,3,7,3,4,2,2,0,0,0,0,2,2,0,2,2,0,70,31,39,0,,39,0,39,36,1,35
11/03/2023 14:00,1,1,0,4,2,2,5,4,1,2,2,0,0,0,0,6,6,0,1,1,0,65,26,39,0,,39,0,39,37,0,37
11/03/2023 15:00,4,3,1,6,3,3,8,4,4,1,1,0,0,0,0,3,3,0,3,3,0,57,30,27,0,,42,0,42,36,0,36
11/03/2023 16:00,7,6,1,2,0,2,5,1,4,3,3,0,0,0,0,3,3,0,0,0,0,69,40,29,0,,36,2,34,44,0,44
11/03/2023 17:00,4,1,3,8,5,3,9,4,5,2,2,0,0,0,0,4,4,0,3,3,0,45,22,23,0,,55,1,54,56,0,56
11/03/2023 18:00,5,1,4,6,5,1,10,6,4,3,3,0,0,0,0,4,4,0,1,1,0,70,39,31,0,,56,0,56,73,1,72
11/03/2023 19:00,3,1,2,6,4,2,6,1,5,1,1,0,0,0,0,9,9,0,0,0,0,59,23,36,0,,62,1,61,54,0,54
11/03/2023 20:00,4,3,1,3,1,2,4,3,1,4,4,0,0,0,0,4,4,0,0,0,0,57,27,30,0,,50,1,49,42,1,41
11/03/2023 21:00,5,3,2,3,3,0,3,1,2,3,3,0,0,0,0,1,1,0,0,0,0,45,19,26,0,,36,1,35,34,0,34
11/03/2023 22:00,2,2,0,2,1,1,3,1,2,2,2,0,0,0,0,1,1,0,1,1,0,31,15,16,0,,39,0,39,24,1,23
11/03/2023 23:00,3,1,2,1,0,1,3,0,3,1,1,0,0,0,0,1,1,0,1,1,0,24,18,6,0,,23,0,23,20,0,20
12/03/2023 00:00,4,2,2,2,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,21,14,7,0,,13,0,13,16,0,16
12/03/2023 01:00,0,0,0,3,3,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,12,8,4,0,,1,0,1,3,0,3
12/03/2023 02:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,12,8,4,0,,3,0,3,4,0,4
12/03/2023 03:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,9,8,1,0,,9,0,9,8,0,8
12/03/2023 04:00,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,,2,0,2,5,0,5
12/03/2023 05:00,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,,4,0,4,2,0,2
12/03/2023 06:00,3,1,2,3,1,2,4,1,3,2,2,0,0,0,0,1,1,0,0,0,0,18,0,18,0,,6,0,6,4,0,4
12/03/2023 07:00,3,2,1,24,14,10,32,12,20,6,6,0,0,0,0,1,1,0,2,2,0,37,13,24,0,,6,0,6,6,0,6
12/03/2023 08:00,4,2,2,81,31,50,98,35,63,8,8,0,0,0,0,4,4,0,5,5,0,40,10,30,0,,19,0,19,7,0,7
12/03/2023 09:00,7,5,2,141,61,80,134,46,88,0,0,0,0,0,0,7,7,0,9,9,0,53,20,33,0,,25,0,25,9,2,7
12/03/2023 10:00,4,4,0,141,53,88,137,61,76,0,0,0,0,0,0,15,15,0,12,12,0,67,22,45,0,,36,0,36,30,0,30
12/03/2023 11:00,5,4,1,160,80,80,201,107,94,0,0,0,0,0,0,28,28,0,13,13,0,78,28,50,0,,51,1,50,39,0,39
12/03/2023 12:00,16,9,7,131,73,58,154,73,81,0,0,0,0,0,0,10,10,0,10,10,0,85,36,49,0,,66,0,66,51,0,51
12/03/2023 13:00,13,8,5,91,46,45,114,65,49,0,0,0,0,0,0,19,19,0,13,13,0,90,43,47,0,,100,0,100,70,1,69
12/03/2023 14:00,10,1,9,66,28,38,76,30,46,1,1,0,0,0,0,17,17,0,13,13,0,94,29,65,0,,64,1,63,61,0,61
12/03/2023 15:00,4,2,2,32,15,17,47,28,19,4,4,0,0,0,0,3,3,0,5,5,0,81,39,42,0,,71,0,71,58,1,57
12/03/2023 16:00,4,2,2,29,18,11,40,15,25,3,3,0,0,0,0,7,7,0,8,8,0,55,37,18,0,,59,0,59,41,0,41
12/03/2023 17:00,9,6,3,24,14,10,23,12,11,0,0,0,0,0,0,7,7,0,1,1,0,78,38,40,0,,68,0,68,71,0,71
12/03/2023 18:00,6,4,2,11,5,6,15,8,7,4,4,0,0,0,0,5,5,0,6,6,0,106,45,61,0,,66,1,65,60,0,60
12/03/2023 19:00,9,6,3,9,5,4,10,4,6,1,1,0,0,0,0,4,4,0,1,1,0,89,49,40,0,,55,0,55,73,0,73
12/03/2023 20:00,6,3,3,4,1,3,8,4,4,2,2,0,0,0,0,7,7,0,2,2,0,62,31,31,0,,53,0,53,56,1,55
12/03/2023 21:00,4,3,1,2,1,1,7,2,5,1,1,0,0,0,0,2,2,0,0,0,0,49,29,20,0,,37,0,37,35,0,35
12/03/2023 22:00,5,5,0,3,2,1,2,1,1,1,1,0,0,0,0,3,3,0,1,1,0,28,20,8,0,,26,2,24,22,0,22
12/03/2023 23:00,4,4,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,0,,14,0,14,17,0,17
13/03/2023 00:00,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,2,2,0,0,0,0,10,6,4,0,,7,0,7,14,0,14
13/03/2023 01:00,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,4,1,0,,0,0,0,2,0,2
13/03/2023 02:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,,3,0,3,4,0,4
13/03/2023 03:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,,1,0,1,0,0,0
13/03/2023 04:00,0,0,0,1,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,2,0,2
13/03/2023 05:00,1,1,0,3,2,1,5,3,2,2,2,0,0,0,0,1,1,0,0,0,0,25,4,21,0,,8,0,8,2,0,2
13/03/2023 06:00,8,8,0,10,8,2,11,8,3,12,12,0,0,0,0,6,6,0,6,6,0,98,23,75,0,,18,0,18,9,0,9
13/03/2023 07:00,30,23,7,41,34,7,44,36,8,29,29,0,0,0,0,10,10,0,13,13,0,270,59,211,0,,70,0,70,26,0,26
13/03/2023 08:00,79,72,7,57,48,9,78,64,14,47,47,0,0,0,0,40,40,0,105,105,0,498,81,417,0,,179,0,179,57,1,56
13/03/2023 09:00,36,28,8,33,18,15,39,27,12,33,33,0,0,0,0,6,6,0,12,12,0,199,30,169,0,,102,0,102,26,0,26
13/03/2023 10:00,10,7,3,12,4,8,17,4,13,16,16,0,0,0,0,5,5,0,7,7,0,65,19,46,0,,55,0,55,13,1,12
13/03/2023 11:00,8,4,4,26,10,16,25,12,13,9,9,0,0,0,0,8,8,0,4,4,0,51,19,32,0,,45,0,45,28,0,28
13/03/2023 12:00,19,13,6,33,19,14,37,17,20,3,2,1,0,0,0,4,4,0,1,1,0,70,30,40,0,,49,1,48,48,0,48
13/03/2023 13:00,16,6,10,24,9,15,38,16,22,2,2,0,0,0,0,17,17,0,0,0,0,84,40,44,0,,61,0,61,51,0,51
13/03/2023 14:00,9,5,4,13,6,7,22,10,12,2,2,0,0,0,0,6,6,0,0,0,0,60,30,30,0,,25,0,25,50,1,49
13/03/2023 15:00,15,9,6,11,1,10,23,5,18,0,0,0,0,0,0,37,37,0,6,6,0,99,52,47,0,,44,0,44,49,0,49
13/03/2023 16:00,19,5,14,38,10,28,37,5,32,4,4,0,0,0,0,32,32,0,8,8,0,180,108,72,0,,57,0,57,104,0,104
13/03/2023 17:00,44,11,33,60,10,50,80,8,72,12,12,0,0,0,0,28,28,0,12,12,0,343,249,94,0,,85,0,85,187,0,187
13/03/2023 18:00,29,11,18,52,5,47,60,9,51,5,5,0,0,0,0,31,31,0,12,12,0,281,177,104,0,,82,1,81,193,1,192
13/03/2023 19:00,15,7,8,27,12,15,38,14,24,3,3,0,0,0,0,16,16,0,15,15,0,160,107,53,0,,76,0,76,99,0,99
13/03/2023 20:00,12,4,8,14,6,8,25,16,9,3,3,0,0,0,0,4,4,0,3,3,0,109,67,42,0,,48,0,48,61,0,61
13/03/2023 21:00,11,4,7,8,2,6,16,2,14,3,2,1,0,0,0,9,9,0,2,2,0,75,48,27,0,,54,1,53,46,0,46
13/03/2023 22:00,4,1,3,3,2,1,8,1,7,0,0,0,0,0,0,7,7,0,0,0,0,36,19,17,0,,23,0,23,31,0,31
13/03/2023 23:00,1,1,0,2,0,2,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,24,13,11,0,,11,0,11,16,0,16
14/03/2023 00:00,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,,9,0,9,13,0,13
14/03/2023 01:00,1,0,1,2,2,0,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,3,2,1,0,,1,0,1,3,1,2
14/03/2023 02:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,1,0,1,2,0,2
14/03/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,0,0,0,3,0,3
14/03/2023 04:00,1,1,0,2,2,0,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,3,2,1,0,,4,0,4,2,0,2
14/03/2023 05:00,2,2,0,2,1,1,5,2,3,1,1,0,0,0,0,1,1,0,0,0,0,31,4,27,0,,6,0,6,3,0,3
14/03/2023 06:00,7,6,1,15,12,3,22,18,4,14,14,0,0,0,0,4,4,0,1,1,0,107,23,84,0,,20,0,20,8,0,8
14/03/2023 07:00,46,40,6,59,50,9,81,69,12,44,42,2,0,0,0,11,11,0,0,0,0,331,69,262,0,,98,2,96,43,0,43
14/03/2023 08:00,98,88,10,83,67,16,103,86,17,67,67,0,0,0,0,45,45,0,2,2,0,673,91,582,0,,241,0,241,54,0,54
14/03/2023 09:00,45,35,10,50,28,22,62,36,26,43,42,1,0,0,0,17,17,0,2,2,0,272,46,226,0,,145,0,145,24,0,24
14/03/2023 10:00,19,12,7,45,18,27,47,17,30,9,9,0,0,0,0,5,5,0,5,5,0,81,17,64,0,,61,1,60,22,0,22
14/03/2023 11:00,25,12,13,48,28,20,60,29,31,10,10,0,0,0,0,6,6,0,6,6,0,59,19,40,0,,50,0,50,29,1,28
14/03/2023 12:00,17,11,6,41,22,19,78,35,43,4,4,0,0,0,0,11,11,0,1,1,0,87,35,52,0,,58,0,58,48,0,48
14/03/2023 13:00,13,3,10,21,7,14,34,11,23,1,1,0,0,0,0,15,15,0,3,3,0,87,40,47,0,,63,0,63,39,1,38
14/03/2023 14:00,5,3,2,21,5,16,24,7,17,1,1,0,0,0,0,12,12,0,7,7,0,101,49,52,0,,54,0,54,43,0,43
14/03/2023 15:00,13,7,6,24,10,14,26,10,16,5,5,0,0,0,0,38,38,0,4,4,0,124,71,53,0,,51,0,51,75,0,75
14/03/2023 16:00,24,6,18,44,14,30,61,19,42,3,3,0,0,0,0,32,32,0,12,12,0,196,122,74,0,,59,0,59,126,1,125
14/03/2023 17:00,58,10,48,101,22,79,131,27,104,0,0,0,0,0,0,36,36,0,5,5,0,422,298,124,0,,95,1,94,236,0,236
14/03/2023 18:00,51,15,36,83,24,59,127,27,100,5,4,1,0,0,0,35,35,0,0,0,0,320,222,98,0,,116,1,115,169,1,168
14/03/2023 19:00,21,8,13,50,20,30,52,18,34,7,7,0,0,0,0,19,19,0,0,0,0,177,116,61,0,,88,0,88,97,0,97
14/03/2023 20:00,13,2,11,42,16,26,59,18,41,1,1,0,0,0,0,16,16,0,0,0,0,128,90,38,0,,66,0,66,92,1,91
14/03/2023 21:00,8,1,7,28,14,14,28,12,16,2,1,1,0,0,0,13,13,0,0,0,0,79,61,18,0,,52,0,52,43,0,43
14/03/2023 22:00,3,2,1,7,1,6,10,3,7,1,1,0,0,0,0,3,3,0,0,0,0,52,37,15,0,,31,0,31,42,0,42
14/03/2023 23:00,1,1,0,1,0,1,4,1,3,2,2,0,0,0,0,2,2,0,0,0,0,29,23,6,0,,23,1,22,23,0,23
15/03/2023 00:00,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,17,9,8,0,,6,0,6,26,0,26
15/03/2023 01:00,2,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,,0,0,0,7,0,7
15/03/2023 02:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,,2,0,2,4,1,3
15/03/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,,0,0,0,2,0,2
15/03/2023 04:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,1,0,1,0,1
15/03/2023 05:00,2,2,0,3,2,1,5,3,2,3,3,0,0,0,0,1,1,0,1,1,0,24,5,19,0,,13,0,13,3,0,3
15/03/2023 06:00,9,9,0,19,14,5,30,22,8,11,10,1,0,0,0,4,4,0,6,6,0,112,25,87,0,,23,0,23,7,0,7
15/03/2023 07:00,46,34,12,43,36,7,49,44,5,25,25,0,0,0,0,13,13,0,10,10,0,297,53,244,0,,85,0,85,31,1,30
15/03/2023 08:00,86,75,11,70,54,16,82,71,11,27,27,0,0,0,0,36,36,0,63,63,0,565,80,485,0,,173,0,173,53,0,53
15/03/2023 09:00,29,26,3,15,10,5,23,16,7,23,23,0,0,0,0,8,8,0,3,3,0,199,30,169,0,,113,1,112,26,0,26
15/03/2023 10:00,6,5,1,10,6,4,14,5,9,8,8,0,0,0,0,9,9,0,3,3,0,62,19,43,0,,36,0,36,27,0,27
15/03/2023 11:00,8,6,2,10,6,4,15,7,8,1,1,0,0,0,0,7,7,0,5,5,0,63,20,43,0,,43,1,42,21,0,21
15/03/2023 12:00,15,7,8,4,1,3,11,5,6,0,0,0,0,0,0,8,8,0,3,3,0,77,36,41,0,,62,0,62,40,0,40
15/03/2023 13:00,18,8,10,10,3,7,15,4,11,7,7,0,0,0,0,13,13,0,5,5,0,103,46,57,0,,55,2,53,46,0,46
15/03/2023 14:00,10,3,7,12,4,8,13,5,8,7,7,0,0,0,0,9,9,0,8,8,0,96,47,49,0,,55,0,55,72,2,70
15/03/2023 15:00,20,7,13,13,1,12,23,4,19,8,8,0,0,0,0,32,32,0,13,13,0,126,66,60,0,,48,1,47,69,0,69
15/03/2023 16:00,20,10,10,16,3,13,30,7,23,0,0,0,0,0,0,27,27,0,0,0,0,194,129,65,0,,53,0,53,85,0,85
15/03/2023 17:00,44,15,29,45,6,39,59,6,53,0,0,0,0,0,0,22,22,0,0,0,0,350,247,103,0,,67,1,66,196,0,196
15/03/2023 18:00,37,11,26,33,5,28,66,5,61,2,2,0,0,0,0,24,24,0,1,1,0,313,206,107,0,,72,2,70,159,0,159
15/03/2023 19:00,21,5,16,25,4,21,37,11,26,3,3,0,0,0,0,7,7,0,2,2,0,157,102,55,0,,60,0,60,111,0,111
15/03/2023 20:00,6,1,5,11,6,5,18,9,9,4,4,0,0,0,0,5,5,0,0,0,0,125,80,45,0,,57,0,57,77,1,76
15/03/2023 21:00,3,2,1,10,6,4,10,3,7,2,2,0,0,0,0,9,9,0,2,2,0,87,57,30,0,,62,1,61,68,1,67
15/03/2023 22:00,5,2,3,2,0,2,6,1,5,4,4,0,0,0,0,6,6,0,0,0,0,56,40,16,0,,33,0,33,39,0,39
15/03/2023 23:00,6,6,0,4,1,3,4,2,2,1,1,0,0,0,0,2,2,0,0,0,0,23,16,7,0,,11,1,10,22,0,22
16/03/2023 00:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,13,4,0,,7,0,7,10,0,10
16/03/2023 01:00,1,0,1,5,3,2,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,,2,0,2,4,0,4
16/03/2023 02:00,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,,2,0,2,4,0,4
16/03/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,,1,0,1,4,0,4
16/03/2023 04:00,1,1,0,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,4,1,3,0,,1,1,0,3,0,3
16/03/2023 05:00,1,1,0,4,3,1,7,4,3,5,5,0,0,0,0,2,2,0,0,0,0,31,4,27,0,,8,0,8,4,0,4
16/03/2023 06:00,6,4,2,14,12,2,22,19,3,10,9,1,0,0,0,5,5,0,0,0,0,102,27,75,0,,26,0,26,8,0,8
16/03/2023 07:00,33,26,7,28,23,5,34,29,5,39,39,0,0,0,0,5,5,0,3,3,0,223,44,179,0,,61,0,61,23,1,22
16/03/2023 08:00,86,76,10,67,50,17,81,62,19,62,62,0,0,0,0,38,38,0,49,49,0,486,84,402,0,,173,1,172,50,0,50
16/03/2023 09:00,37,31,6,40,24,16,50,33,17,40,40,0,0,0,0,13,13,0,17,17,0,198,28,170,0,,138,0,138,39,0,39
16/03/2023 10:00,13,12,1,36,12,24,39,14,25,20,20,0,0,0,0,10,10,0,11,11,0,80,17,63,0,,74,0,74,36,0,36
16/03/2023 11:00,14,9,5,47,23,24,51,20,31,14,14,0,0,0,0,10,10,0,2,2,0,81,21,60,0,,67,0,67,34,0,34
16/03/2023 12:00,19,10,9,34,14,20,49,24,25,14,14,0,0,0,0,9,9,0,2,2,0,107,42,65,0,,96,1,95,68,1,67
16/03/2023 13:00,9,6,3,49,24,25,61,31,30,6,6,0,0,0,0,15,15,0,1,1,0,120,50,70,0,,95,1,94,79,0,79
16/03/2023 14:00,24,12,12,41,21,20,45,15,30,4,4,0,0,0,0,11,11,0,2,2,0,112,41,71,0,,74,1,73,88,0,88
16/03/2023 15:00,16,5,11,49,20,29,55,21,34,8,8,0,0,0,0,28,28,0,8,8,0,139,73,66,0,,75,2,73,54,0,54
16/03/2023 16:00,30,7,23,53,24,29,70,18,52,12,12,0,0,0,0,35,35,0,13,13,0,210,130,80,0,,85,0,85,101,0,101
